No.,상품명,수량,실매출,weather,temp_avg,temp_max,temp_min
2025-02-15,플레인휘낭시에,2,5400,Cloudy,4.7,6.3,1.3
2025-02-15,바닐라빈라떼 HOT,1,5300,Cloudy,4.7,6.3,1.3
2025-02-15,바게트,1,4000,Cloudy,4.7,6.3,1.3
2025-02-15,피칸카라멜휘낭시에,1,3000,Cloudy,4.7,6.3,1.3
2025-02-15,블루베리 크림치즈,1,1800,Cloudy,4.7,6.3,1.3
2025-02-15,크림치즈,1,1500,Cloudy,4.7,6.3,1.3
2025-02-15,호두 크랜베리 사워도우,0,0,Cloudy,4.7,6.3,1.3
2025-02-14,치아바타 샌드위치,13,97500,Sunny,6.8,8.6,3
2025-02-14,바질 잠봉(루꼴라),8,69600,Sunny,6.8,8.6,3
2025-02-14,쉬림프과카몰리샌드위치,6,51000,Sunny,6.8,8.6,3
2025-02-14,바게트 잠봉,5,45000,Sunny,6.8,8.6,3
2025-02-14,당근라페포카치아,5,40000,Sunny,6.8,8.6,3
2025-02-14,아메리카노 ICE,10,40000,Sunny,6.8,8.6,3
2025-02-14,BLT.샌드위치,5,39000,Sunny,6.8,8.6,3
2025-02-14,닭가슴살 포카치아,5,39000,Sunny,6.8,8.6,3
2025-02-14,단호박 크림치즈,5,32500,Sunny,6.8,8.6,3
2025-02-14,스위트 잠봉,4,32000,Sunny,6.8,8.6,3
2025-02-14,카프레제 샌드위치,4,31200,Sunny,6.8,8.6,3
2025-02-14,소금빵,11,30800,Sunny,6.8,8.6,3
2025-02-14,몽블랑,6,30000,Sunny,6.8,8.6,3
2025-02-14,감자 치즈,5,30000,Sunny,6.8,8.6,3
2025-02-14,무화과 크림치즈 사워도우,5,28000,Sunny,6.8,8.6,3
2025-02-14,체다치즈 고구마 사워도우,5,28000,Sunny,6.8,8.6,3
2025-02-14,버섯크림치즈포카치아,3,24000,Sunny,6.8,8.6,3
2025-02-14,아메리카노 HOT,6,24000,Sunny,6.8,8.6,3
2025-02-14,올리브 치즈 치아바타,5,22500,Sunny,6.8,8.6,3
2025-02-14,미니페스츄리식빵,4,22000,Sunny,6.8,8.6,3
2025-02-14,바닐라까눌레,8,21600,Sunny,6.8,8.6,3
2025-02-14,고메버터 스콘,5,18000,Sunny,6.8,8.6,3
2025-02-14,팥밤 사워도우,3,17400,Sunny,6.8,8.6,3
2025-02-14,뺑오쇼콜라,4,16800,Sunny,6.8,8.6,3
2025-02-14,딸기 치아바타,3,16500,Sunny,6.8,8.6,3
2025-02-14,버섯리코타 포카치아,2,16000,Sunny,6.8,8.6,3
2025-02-14,호두 크랜베리 사워도우,3,15900,Sunny,6.8,8.6,3
2025-02-14,바닐라빈라떼 ICE,3,15900,Sunny,6.8,8.6,3
2025-02-14,앙버터,3,14400,Sunny,6.8,8.6,3
2025-02-14,바게트,3,12000,Sunny,6.8,8.6,3
2025-02-14,대파 사워도우,2,11400,Sunny,6.8,8.6,3
2025-02-14,얼그레이스콘,3,11400,Sunny,6.8,8.6,3
2025-02-14,씨나핀,3,10500,Sunny,6.8,8.6,3
2025-02-14,카페라떼 HOT,2,9000,Sunny,6.8,8.6,3
2025-02-14,카페라떼 ICE,2,9000,Sunny,6.8,8.6,3
2025-02-14,치아바타,2,8000,Sunny,6.8,8.6,3
2025-02-14,바질 토마토,1,6000,Sunny,6.8,8.6,3
2025-02-14,피칸카라멜휘낭시에,2,6000,Sunny,6.8,8.6,3
2025-02-14,플레인휘낭시에,2,5400,Sunny,6.8,8.6,3
2025-02-14,착즙 애플,1,5000,Sunny,6.8,8.6,3
2025-02-14,애플키위믹스,1,5000,Sunny,6.8,8.6,3
2025-02-14,착즙 오렌지,1,5000,Sunny,6.8,8.6,3
2025-02-14,사워도우,1,4500,Sunny,6.8,8.6,3
2025-02-14,더블초코스콘,1,3800,Sunny,6.8,8.6,3
2025-02-14,솔티드초코휘낭시에,1,3000,Sunny,6.8,8.6,3
2025-02-13,바게트 잠봉,14,126000,Sunny,3.1,5.4,-1.1
2025-02-13,쉬림프과카몰리샌드위치,14,119000,Sunny,3.1,5.4,-1.1
2025-02-13,치아바타 샌드위치,14,105000,Sunny,3.1,5.4,-1.1
2025-02-13,바질 잠봉(루꼴라),9,78300,Sunny,3.1,5.4,-1.1
2025-02-13,아메리카노 HOT,14,56000,Sunny,3.1,5.4,-1.1
2025-02-13,BLT.샌드위치,7,54600,Sunny,3.1,5.4,-1.1
2025-02-13,소금빵,18,50400,Sunny,3.1,5.4,-1.1
2025-02-13,버섯크림치즈포카치아,6,48000,Sunny,3.1,5.4,-1.1
2025-02-13,닭가슴살 포카치아,6,46800,Sunny,3.1,5.4,-1.1
2025-02-13,당근라페포카치아,5,40000,Sunny,3.1,5.4,-1.1
2025-02-13,아메리카노 ICE,10,40000,Sunny,3.1,5.4,-1.1
2025-02-13,뺑오쇼콜라,9,37800,Sunny,3.1,5.4,-1.1
2025-02-13,감자 치즈,6,36000,Sunny,3.1,5.4,-1.1
2025-02-13,미니페스츄리식빵,6,33000,Sunny,3.1,5.4,-1.1
2025-02-13,단호박 크림치즈,5,32500,Sunny,3.1,5.4,-1.1
2025-02-13,스위트 잠봉,4,32000,Sunny,3.1,5.4,-1.1
2025-02-13,카페라떼 HOT,7,31500,Sunny,3.1,5.4,-1.1
2025-02-13,카프레제 샌드위치,4,31200,Sunny,3.1,5.4,-1.1
2025-02-13,무화과 크림치즈 사워도우,5,28000,Sunny,3.1,5.4,-1.1
2025-02-13,체다치즈 고구마 사워도우,5,28000,Sunny,3.1,5.4,-1.1
2025-02-13,팥밤 사워도우,4,23200,Sunny,3.1,5.4,-1.1
2025-02-13,올리브 치즈 치아바타,5,22500,Sunny,3.1,5.4,-1.1
2025-02-13,딸기 치아바타,4,22000,Sunny,3.1,5.4,-1.1
2025-02-13,크로와상,6,21000,Sunny,3.1,5.4,-1.1
2025-02-13,대파 사워도우,3,17100,Sunny,3.1,5.4,-1.1
2025-02-13,바닐라까눌레,6,16200,Sunny,3.1,5.4,-1.1
2025-02-13,치아바타,4,16000,Sunny,3.1,5.4,-1.1
2025-02-13,호두 크랜베리 사워도우,3,15900,Sunny,3.1,5.4,-1.1
2025-02-13,더블초코스콘,4,15200,Sunny,3.1,5.4,-1.1
2025-02-13,앙버터,3,14400,Sunny,3.1,5.4,-1.1
2025-02-13,고메버터 스콘,4,14400,Sunny,3.1,5.4,-1.1
2025-02-13,바닐라빈라떼 HOT,2,10600,Sunny,3.1,5.4,-1.1
2025-02-13,바닐라빈라떼 ICE,2,10600,Sunny,3.1,5.4,-1.1
2025-02-13,씨나핀,3,10500,Sunny,3.1,5.4,-1.1
2025-02-13,몽블랑,2,10000,Sunny,3.1,5.4,-1.1
2025-02-13,애플키위믹스,2,10000,Sunny,3.1,5.4,-1.1
2025-02-13,카페라떼 ICE,2,9000,Sunny,3.1,5.4,-1.1
2025-02-13,플레인휘낭시에,3,8100,Sunny,3.1,5.4,-1.1
2025-02-13,마르티넬리 애플주스,2,8000,Sunny,3.1,5.4,-1.1
2025-02-13,솔티드초코휘낭시에,2,6000,Sunny,3.1,5.4,-1.1
2025-02-13,피칸카라멜휘낭시에,2,6000,Sunny,3.1,5.4,-1.1
2025-02-13,착즙 오렌지,1,5000,Sunny,3.1,5.4,-1.1
2025-02-13,사워도우,1,4500,Sunny,3.1,5.4,-1.1
2025-02-13,얼그레이스콘,1,3800,Sunny,3.1,5.4,-1.1
2025-02-12,잠봉 베이글 샌드위치,12,96000,Rain,1.6,3,0.7
2025-02-12,플레인햄치즈 샌드위치,12,91200,Rain,1.6,3,0.7
2025-02-12,당근라페베이컨 샌드위치,11,83600,Rain,1.6,3,0.7
2025-02-12,아메리카노 HOT,13,52000,Rain,1.6,3,0.7
2025-02-12,아메리카노 ICE,11,44000,Rain,1.6,3,0.7
2025-02-12,감자치즈베이글,12,43200,Rain,1.6,3,0.7
2025-02-12,바게트 잠봉,4,36000,Rain,1.6,3,0.7
2025-02-12,소금베이글,10,35000,Rain,1.6,3,0.7
2025-02-12,카야버터프레첼베이글,6,33600,Rain,1.6,3,0.7
2025-02-12,쪽파베이글 샌드위치,5,32500,Rain,1.6,3,0.7
2025-02-12,블루베리 베이글,9,32400,Rain,1.6,3,0.7
2025-02-12,올리브베이글,9,30600,Rain,1.6,3,0.7
2025-02-12,통밀잡곡식빵,5,27500,Rain,1.6,3,0.7
2025-02-12,모찌모찌 식빵,5,27500,Rain,1.6,3,0.7
2025-02-12,초코베이글,7,25200,Rain,1.6,3,0.7
2025-02-12,고메버터 스콘,6,21600,Rain,1.6,3,0.7
2025-02-12,플레인베이글,7,21000,Rain,1.6,3,0.7
2025-02-12,바닐라까눌레,7,18900,Rain,1.6,3,0.7
2025-02-12,카페라떼 HOT,4,18000,Rain,1.6,3,0.7
2025-02-12,무화과베이글,5,18000,Rain,1.6,3,0.7
2025-02-12,호두크랜베리베이글,5,17500,Rain,1.6,3,0.7
2025-02-12,BLT.샌드위치,2,15600,Rain,1.6,3,0.7
2025-02-12,피칸카라멜휘낭시에,5,15000,Rain,1.6,3,0.7
2025-02-12,썬드라이바질토마토,4,14400,Rain,1.6,3,0.7
2025-02-12,크로와상,4,14000,Rain,1.6,3,0.7
2025-02-12,플레인휘낭시에,5,13500,Rain,1.6,3,0.7
2025-02-12,더블초코스콘,3,11400,Rain,1.6,3,0.7
2025-02-12,블랙어니언 베이글,3,10800,Rain,1.6,3,0.7
2025-02-12,씨나핀,3,10500,Rain,1.6,3,0.7
2025-02-12,솔티드초코휘낭시에,3,9000,Rain,1.6,3,0.7
2025-02-12,바질 잠봉(루꼴라),1,8700,Rain,1.6,3,0.7
2025-02-12,쉬림프과카몰리샌드위치,1,8500,Rain,1.6,3,0.7
2025-02-12,버섯크림치즈포카치아,1,8000,Rain,1.6,3,0.7
2025-02-12,당근라페포카치아,1,8000,Rain,1.6,3,0.7
2025-02-12,닭가슴살 포카치아,1,7800,Rain,1.6,3,0.7
2025-02-12,치아바타 샌드위치,1,7500,Rain,1.6,3,0.7
2025-02-12,크림치즈,4,6000,Rain,1.6,3,0.7
2025-02-12,바닐라빈라떼 HOT,1,5300,Rain,1.6,3,0.7
2025-02-12,바닐라빈라떼 ICE,1,5300,Rain,1.6,3,0.7
2025-02-12,애플키위믹스,1,5000,Rain,1.6,3,0.7
2025-02-12,카페라떼 ICE,1,4500,Rain,1.6,3,0.7
2025-02-12,마르티넬리 애플주스,1,4000,Rain,1.6,3,0.7
2025-02-12,얼그레이스콘,1,3800,Rain,1.6,3,0.7
2025-02-12,블루베리 크림치즈,2,3600,Rain,1.6,3,0.7
2025-02-12,뺑오쇼콜라,0,0,Rain,1.6,3,0.7
2025-02-10,잠봉 베이글 샌드위치,12,96000,Cloudy,-0.6,0.7,-2.7
2025-02-10,아메리카노 HOT,23,92000,Cloudy,-0.6,0.7,-2.7
2025-02-10,당근라페베이컨 샌드위치,12,91200,Cloudy,-0.6,0.7,-2.7
2025-02-10,플레인햄치즈 샌드위치,8,60800,Cloudy,-0.6,0.7,-2.7
2025-02-10,모찌모찌 식빵,9,49500,Cloudy,-0.6,0.7,-2.7
2025-02-10,카야버터프레첼베이글,8,44800,Cloudy,-0.6,0.7,-2.7
2025-02-10,소금베이글,12,42000,Cloudy,-0.6,0.7,-2.7
2025-02-10,감자치즈베이글,11,39600,Cloudy,-0.6,0.7,-2.7
2025-02-10,쪽파베이글 샌드위치,6,39000,Cloudy,-0.6,0.7,-2.7
2025-02-10,플레인베이글,12,36000,Cloudy,-0.6,0.7,-2.7
2025-02-10,초코베이글,10,36000,Cloudy,-0.6,0.7,-2.7
2025-02-10,무화과베이글,10,36000,Cloudy,-0.6,0.7,-2.7
2025-02-10,블루베리 베이글,10,36000,Cloudy,-0.6,0.7,-2.7
2025-02-10,호두크랜베리베이글,10,35000,Cloudy,-0.6,0.7,-2.7
2025-02-10,올리브베이글,10,34000,Cloudy,-0.6,0.7,-2.7
2025-02-10,통밀잡곡식빵,6,33000,Cloudy,-0.6,0.7,-2.7
2025-02-10,썬드라이바질토마토,9,32400,Cloudy,-0.6,0.7,-2.7
2025-02-10,아메리카노 ICE,7,28000,Cloudy,-0.6,0.7,-2.7
2025-02-10,카페라떼 HOT,6,27000,Cloudy,-0.6,0.7,-2.7
2025-02-10,뺑오쇼콜라,6,25200,Cloudy,-0.6,0.7,-2.7
2025-02-10,바닐라빈라떼 ICE,4,21200,Cloudy,-0.6,0.7,-2.7
2025-02-10,고메버터 스콘,5,18000,Cloudy,-0.6,0.7,-2.7
2025-02-10,씨나핀,5,17500,Cloudy,-0.6,0.7,-2.7
2025-02-10,솔티드초코휘낭시에,4,12000,Cloudy,-0.6,0.7,-2.7
2025-02-10,피칸카라멜휘낭시에,3,9000,Cloudy,-0.6,0.7,-2.7
2025-02-10,블루베리 크림치즈,4,7200,Cloudy,-0.6,0.7,-2.7
2025-02-10,블랙어니언 베이글,2,7200,Cloudy,-0.6,0.7,-2.7
2025-02-10,크로와상,2,7000,Cloudy,-0.6,0.7,-2.7
2025-02-10,크림치즈,4,6000,Cloudy,-0.6,0.7,-2.7
2025-02-10,플레인휘낭시에,2,5400,Cloudy,-0.6,0.7,-2.7
2025-02-10,바닐라빈라떼 HOT,1,5300,Cloudy,-0.6,0.7,-2.7
2025-02-10,착즙 애플,1,5000,Cloudy,-0.6,0.7,-2.7
2025-02-10,카페라떼 ICE,1,4500,Cloudy,-0.6,0.7,-2.7
2025-02-10,마르티넬리 애플주스,1,4000,Cloudy,-0.6,0.7,-2.7
2025-02-10,더블초코스콘,1,3800,Cloudy,-0.6,0.7,-2.7
2025-02-10,바질토마토 크림치즈,2,3600,Cloudy,-0.6,0.7,-2.7
2025-02-10,얼그레이스콘,0,0,Cloudy,-0.6,0.7,-2.7
2025-02-09,잠봉 베이글 샌드위치,12,96000,Cloudy,-2,-0.4,-4.3
2025-02-09,당근라페베이컨 샌드위치,12,91200,Cloudy,-2,-0.4,-4.3
2025-02-09,플레인햄치즈 샌드위치,12,91200,Cloudy,-2,-0.4,-4.3
2025-02-09,모찌모찌 식빵,11,60500,Cloudy,-2,-0.4,-4.3
2025-02-09,통밀잡곡식빵,8,44000,Cloudy,-2,-0.4,-4.3
2025-02-09,소금베이글,12,42000,Cloudy,-2,-0.4,-4.3
2025-02-09,아메리카노 HOT,10,40000,Cloudy,-2,-0.4,-4.3
2025-02-09,감자치즈베이글,11,39600,Cloudy,-2,-0.4,-4.3
2025-02-09,카야버터프레첼베이글,7,39200,Cloudy,-2,-0.4,-4.3
2025-02-09,쪽파베이글 샌드위치,6,39000,Cloudy,-2,-0.4,-4.3
2025-02-09,초코베이글,10,36000,Cloudy,-2,-0.4,-4.3
2025-02-09,플레인베이글,12,36000,Cloudy,-2,-0.4,-4.3
2025-02-09,아메리카노 ICE,9,36000,Cloudy,-2,-0.4,-4.3
2025-02-09,카페라떼 ICE,5,22500,Cloudy,-2,-0.4,-4.3
2025-02-09,썬드라이바질토마토,6,21600,Cloudy,-2,-0.4,-4.3
2025-02-09,블랙어니언 베이글,6,21600,Cloudy,-2,-0.4,-4.3
2025-02-09,블루베리 베이글,6,21600,Cloudy,-2,-0.4,-4.3
2025-02-09,크로와상,6,21000,Cloudy,-2,-0.4,-4.3
2025-02-09,얼그레이스콘,5,19000,Cloudy,-2,-0.4,-4.3
2025-02-09,호두크랜베리베이글,5,17500,Cloudy,-2,-0.4,-4.3
2025-02-09,올리브베이글,5,17000,Cloudy,-2,-0.4,-4.3
2025-02-09,바질토마토 크림치즈,9,16200,Cloudy,-2,-0.4,-4.3
2025-02-09,바닐라빈라떼 ICE,3,15900,Cloudy,-2,-0.4,-4.3
2025-02-09,더블초코스콘,4,15200,Cloudy,-2,-0.4,-4.3
2025-02-09,착즙 오렌지,3,15000,Cloudy,-2,-0.4,-4.3
2025-02-09,무화과베이글,4,14400,Cloudy,-2,-0.4,-4.3
2025-02-09,카페라떼 HOT,3,13500,Cloudy,-2,-0.4,-4.3
2025-02-09,바닐라빈라떼 HOT,2,10600,Cloudy,-2,-0.4,-4.3
2025-02-09,씨나핀,3,10500,Cloudy,-2,-0.4,-4.3
2025-02-09,피칸카라멜휘낭시에,3,9000,Cloudy,-2,-0.4,-4.3
2025-02-09,뺑오쇼콜라,2,8400,Cloudy,-2,-0.4,-4.3
2025-02-09,바닐라까눌레,3,8100,Cloudy,-2,-0.4,-4.3
2025-02-09,고메버터 스콘,2,7200,Cloudy,-2,-0.4,-4.3
2025-02-09,솔티드초코휘낭시에,2,6000,Cloudy,-2,-0.4,-4.3
2025-02-09,마르티넬리 애플주스,1,4000,Cloudy,-2,-0.4,-4.3
2025-02-09,블루베리 크림치즈,2,3600,Cloudy,-2,-0.4,-4.3
2025-02-09,크림치즈,2,3000,Cloudy,-2,-0.4,-4.3
2025-02-09,플레인휘낭시에,1,2700,Cloudy,-2,-0.4,-4.3
2025-02-08,당근라페포카치아,18,144000,Cloudy,-6.4,-4.6,-8.3
2025-02-08,쉬림프과카몰리샌드위치,16,136000,Cloudy,-6.4,-4.6,-8.3
2025-02-08,치아바타 샌드위치,15,112500,Cloudy,-6.4,-4.6,-8.3
2025-02-08,바질 잠봉(루꼴라),12,104400,Cloudy,-6.4,-4.6,-8.3
2025-02-08,바게트 잠봉,11,99000,Cloudy,-6.4,-4.6,-8.3
2025-02-08,닭가슴살 포카치아,10,78000,Cloudy,-6.4,-4.6,-8.3
2025-02-08,버섯크림치즈포카치아,9,72000,Cloudy,-6.4,-4.6,-8.3
2025-02-08,아메리카노 HOT,16,64000,Cloudy,-6.4,-4.6,-8.3
2025-02-08,BLT.샌드위치,7,54600,Cloudy,-6.4,-4.6,-8.3
2025-02-08,감자 치즈,9,54000,Cloudy,-6.4,-4.6,-8.3
2025-02-08,아메리카노 ICE,13,52000,Cloudy,-6.4,-4.6,-8.3
2025-02-08,카프레제 샌드위치,6,46800,Cloudy,-6.4,-4.6,-8.3
2025-02-08,미니페스츄리식빵,8,44000,Cloudy,-6.4,-4.6,-8.3
2025-02-08,소금빵,14,39200,Cloudy,-6.4,-4.6,-8.3
2025-02-08,단호박 크림치즈,6,39000,Cloudy,-6.4,-4.6,-8.3
2025-02-08,카페라떼 HOT,8,36000,Cloudy,-6.4,-4.6,-8.3
2025-02-08,팥밤 사워도우,6,34800,Cloudy,-6.4,-4.6,-8.3
2025-02-08,무화과 크림치즈 사워도우,6,33600,Cloudy,-6.4,-4.6,-8.3
2025-02-08,뺑오쇼콜라,8,33600,Cloudy,-6.4,-4.6,-8.3
2025-02-08,체다치즈 고구마 사워도우,6,33600,Cloudy,-6.4,-4.6,-8.3
2025-02-08,딸기 치아바타,6,33000,Cloudy,-6.4,-4.6,-8.3
2025-02-08,스위트 잠봉,4,32000,Cloudy,-6.4,-4.6,-8.3
2025-02-08,몽블랑,6,30000,Cloudy,-6.4,-4.6,-8.3
2025-02-08,바질 토마토,5,30000,Cloudy,-6.4,-4.6,-8.3
2025-02-08,고메버터 스콘,8,28800,Cloudy,-6.4,-4.6,-8.3
2025-02-08,바닐라까눌레,9,24300,Cloudy,-6.4,-4.6,-8.3
2025-02-08,버섯리코타 포카치아,3,24000,Cloudy,-6.4,-4.6,-8.3
2025-02-08,솔티드초코휘낭시에,8,24000,Cloudy,-6.4,-4.6,-8.3
2025-02-08,얼그레이스콘,6,22800,Cloudy,-6.4,-4.6,-8.3
2025-02-08,더블초코스콘,6,22800,Cloudy,-6.4,-4.6,-8.3
2025-02-08,올리브 치즈 치아바타,5,22500,Cloudy,-6.4,-4.6,-8.3
2025-02-08,카페라떼 ICE,4,18000,Cloudy,-6.4,-4.6,-8.3
2025-02-08,씨나핀,5,17500,Cloudy,-6.4,-4.6,-8.3
2025-02-08,대파 사워도우,3,17100,Cloudy,-6.4,-4.6,-8.3
2025-02-08,호두 크랜베리 사워도우,3,15900,Cloudy,-6.4,-4.6,-8.3
2025-02-08,앙버터,3,14400,Cloudy,-6.4,-4.6,-8.3
2025-02-08,크로와상,4,14000,Cloudy,-6.4,-4.6,-8.3
2025-02-08,치아바타,3,12000,Cloudy,-6.4,-4.6,-8.3
2025-02-08,바닐라빈라떼 HOT,2,10600,Cloudy,-6.4,-4.6,-8.3
2025-02-08,착즙 오렌지,2,10000,Cloudy,-6.4,-4.6,-8.3
2025-02-08,사워도우,2,9000,Cloudy,-6.4,-4.6,-8.3
2025-02-08,바게트,2,8000,Cloudy,-6.4,-4.6,-8.3
2025-02-08,피칸카라멜휘낭시에,2,6000,Cloudy,-6.4,-4.6,-8.3
2025-02-08,플레인휘낭시에,2,5400,Cloudy,-6.4,-4.6,-8.3
2025-02-07,쉬림프과카몰리샌드위치,8,68000,Snow,-6.5,-6.1,-7.2
2025-02-07,아메리카노 HOT,15,60000,Snow,-6.5,-6.1,-7.2
2025-02-07,바게트 잠봉,6,54000,Snow,-6.5,-6.1,-7.2
2025-02-07,바질 잠봉(루꼴라),6,52200,Snow,-6.5,-6.1,-7.2
2025-02-07,아메리카노 ICE,12,48000,Snow,-6.5,-6.1,-7.2
2025-02-07,닭가슴살 포카치아,5,39000,Snow,-6.5,-6.1,-7.2
2025-02-07,치아바타 샌드위치,5,37500,Snow,-6.5,-6.1,-7.2
2025-02-07,감자 치즈,6,36000,Snow,-6.5,-6.1,-7.2
2025-02-07,버섯크림치즈포카치아,4,32000,Snow,-6.5,-6.1,-7.2
2025-02-07,스위트 잠봉,4,32000,Snow,-6.5,-6.1,-7.2
2025-02-07,BLT.샌드위치,4,31200,Snow,-6.5,-6.1,-7.2
2025-02-07,미니페스츄리식빵,5,27500,Snow,-6.5,-6.1,-7.2
2025-02-07,올리브 치즈 치아바타,6,27000,Snow,-6.5,-6.1,-7.2
2025-02-07,뺑오쇼콜라,6,25200,Snow,-6.5,-6.1,-7.2
2025-02-07,당근라페포카치아,3,24000,Snow,-6.5,-6.1,-7.2
2025-02-07,팥밤 사워도우,4,23200,Snow,-6.5,-6.1,-7.2
2025-02-07,단호박 크림치즈,3,19500,Snow,-6.5,-6.1,-7.2
2025-02-07,바닐라까눌레,7,18900,Snow,-6.5,-6.1,-7.2
2025-02-07,고메버터 스콘,5,18000,Snow,-6.5,-6.1,-7.2
2025-02-07,대파 사워도우,3,17100,Snow,-6.5,-6.1,-7.2
2025-02-07,소금빵,6,16800,Snow,-6.5,-6.1,-7.2
2025-02-07,바게트,4,16000,Snow,-6.5,-6.1,-7.2
2025-02-07,카프레제 샌드위치,2,15600,Snow,-6.5,-6.1,-7.2
2025-02-07,앙버터,3,14400,Snow,-6.5,-6.1,-7.2
2025-02-07,피칸카라멜휘낭시에,4,12000,Snow,-6.5,-6.1,-7.2
2025-02-07,솔티드초코휘낭시에,4,12000,Snow,-6.5,-6.1,-7.2
2025-02-07,바질 토마토,2,12000,Snow,-6.5,-6.1,-7.2
2025-02-07,딸기 치아바타,2,11000,Snow,-6.5,-6.1,-7.2
2025-02-07,바닐라빈라떼 HOT,2,10600,Snow,-6.5,-6.1,-7.2
2025-02-07,몽블랑,2,10000,Snow,-6.5,-6.1,-7.2
2025-02-07,카페라떼 ICE,2,9000,Snow,-6.5,-6.1,-7.2
2025-02-07,카페라떼 HOT,2,9000,Snow,-6.5,-6.1,-7.2
2025-02-07,플레인휘낭시에,3,8100,Snow,-6.5,-6.1,-7.2
2025-02-07,버섯리코타 포카치아,1,8000,Snow,-6.5,-6.1,-7.2
2025-02-07,얼그레이스콘,2,7600,Snow,-6.5,-6.1,-7.2
2025-02-07,더블초코스콘,2,7600,Snow,-6.5,-6.1,-7.2
2025-02-07,크로와상,2,7000,Snow,-6.5,-6.1,-7.2
2025-02-07,무화과 크림치즈 사워도우,1,5600,Snow,-6.5,-6.1,-7.2
2025-02-07,착즙 애플,1,5000,Snow,-6.5,-6.1,-7.2
2025-02-07,착즙 오렌지,1,5000,Snow,-6.5,-6.1,-7.2
2025-02-07,애플키위믹스,1,5000,Snow,-6.5,-6.1,-7.2
2025-02-07,사워도우,1,4500,Snow,-6.5,-6.1,-7.2
2025-02-07,치아바타,1,4000,Snow,-6.5,-6.1,-7.2
2025-02-07,씨나핀,1,3500,Snow,-6.5,-6.1,-7.2
2025-02-07,호두 크랜베리 사워도우,0,0,Snow,-6.5,-6.1,-7.2
2025-02-07,체다치즈 고구마 사워도우,0,0,Snow,-6.5,-6.1,-7.2
2025-02-06,치아바타 샌드위치,15,112500,Sunny,-2.9,0.5,-7.2
2025-02-06,당근라페포카치아,7,56000,Sunny,-2.9,0.5,-7.2
2025-02-06,버섯크림치즈포카치아,7,56000,Sunny,-2.9,0.5,-7.2
2025-02-06,바게트 잠봉,6,54000,Sunny,-2.9,0.5,-7.2
2025-02-06,바질 잠봉(루꼴라),6,52200,Sunny,-2.9,0.5,-7.2
2025-02-06,쉬림프과카몰리샌드위치,6,51000,Sunny,-2.9,0.5,-7.2
2025-02-06,BLT.샌드위치,6,46800,Sunny,-2.9,0.5,-7.2
2025-02-06,소금빵,15,42000,Sunny,-2.9,0.5,-7.2
2025-02-06,감자 치즈,7,42000,Sunny,-2.9,0.5,-7.2
2025-02-06,닭가슴살 포카치아,5,39000,Sunny,-2.9,0.5,-7.2
2025-02-06,아메리카노 HOT,9,36000,Sunny,-2.9,0.5,-7.2
2025-02-06,단호박 크림치즈,5,32500,Sunny,-2.9,0.5,-7.2
2025-02-06,스위트 잠봉,4,32000,Sunny,-2.9,0.5,-7.2
2025-02-06,카프레제 샌드위치,4,31200,Sunny,-2.9,0.5,-7.2
2025-02-06,올리브 치즈 치아바타,6,27000,Sunny,-2.9,0.5,-7.2
2025-02-06,아메리카노 ICE,6,24000,Sunny,-2.9,0.5,-7.2
2025-02-06,체다치즈 고구마 사워도우,4,22400,Sunny,-2.9,0.5,-7.2
2025-02-06,미니페스츄리식빵,4,22000,Sunny,-2.9,0.5,-7.2
2025-02-06,뺑오쇼콜라,5,21000,Sunny,-2.9,0.5,-7.2
2025-02-06,크로와상,5,17500,Sunny,-2.9,0.5,-7.2
2025-02-06,팥밤 사워도우,3,17400,Sunny,-2.9,0.5,-7.2
2025-02-06,딸기 치아바타,3,16500,Sunny,-2.9,0.5,-7.2
2025-02-06,바닐라까눌레,6,16200,Sunny,-2.9,0.5,-7.2
2025-02-06,바게트,4,16000,Sunny,-2.9,0.5,-7.2
2025-02-06,앙버터,3,14400,Sunny,-2.9,0.5,-7.2
2025-02-06,바질 토마토,2,12000,Sunny,-2.9,0.5,-7.2
2025-02-06,치아바타,3,12000,Sunny,-2.9,0.5,-7.2
2025-02-06,대파 사워도우,2,11400,Sunny,-2.9,0.5,-7.2
2025-02-06,무화과 크림치즈 사워도우,2,11200,Sunny,-2.9,0.5,-7.2
2025-02-06,고메버터 스콘,3,10800,Sunny,-2.9,0.5,-7.2
2025-02-06,바닐라빈라떼 ICE,2,10600,Sunny,-2.9,0.5,-7.2
2025-02-06,호두 크랜베리 사워도우,2,10600,Sunny,-2.9,0.5,-7.2
2025-02-06,씨나핀,3,10500,Sunny,-2.9,0.5,-7.2
2025-02-06,피칸카라멜휘낭시에,3,9000,Sunny,-2.9,0.5,-7.2
2025-02-06,솔티드초코휘낭시에,3,9000,Sunny,-2.9,0.5,-7.2
2025-02-06,카페라떼 HOT,2,9000,Sunny,-2.9,0.5,-7.2
2025-02-06,플레인휘낭시에,3,8100,Sunny,-2.9,0.5,-7.2
2025-02-06,몽블랑,1,5000,Sunny,-2.9,0.5,-7.2
2025-02-06,사워도우,1,4500,Sunny,-2.9,0.5,-7.2
2025-02-06,더블초코스콘,1,3800,Sunny,-2.9,0.5,-7.2
2025-02-06,얼그레이스콘,1,3800,Sunny,-2.9,0.5,-7.2
2025-02-05,당근라페베이컨 샌드위치,12,91200,Cloudy,-5.5,-3.8,-10.1
